id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_coed,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time
406,"BHW-T10 1P D63, MCB, Singal Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 1P D63,--,826,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_SINGLE_POLE_MCB.png,--,--,--,--,No. of poles,SP,Instantaneous tripping,Type D,Rated current In [A],63A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,18mm,92.6mm,44mm,0.13kg,1,--,--
407,"BHW-T10 2P D1, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D1,--,1593,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],1A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
408,"BHW-T10 2P D2, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D2,--,1593,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],2A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
409,"BHW-T10 2P D3, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D3,--,1593,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],3A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
410,"BHW-T10 2P D4, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D4,--,1593,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],4A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
411,"BHW-T10 2P D6, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D6,--,1144.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],6A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
412,"BHW-T10 2P D10, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D10,--,1144.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],10A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
413,"BHW-T10 2P D16, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D16,--,1144.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],16A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
414,"BHW-T10 2P D20, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D20,--,1144.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],20A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
415,"BHW-T10 2P D25, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D25,--,1144.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],25A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
416,"BHW-T10 2P D32, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D32,--,1144.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],32A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
417,"BHW-T10 2P D40, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D40,--,1899.8,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],40A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
418,"BHW-T10 2P D50, MCB, Double Pol Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D50,--,1899.8,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],50A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
419,"BHW-T10 2P D63, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 2P D63,--,1899.8,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_MCB_BHW-T10_DOUBLE_POLE_MCB.png,--,--,--,--,No. of poles,DP,Instantaneous tripping,Type D,Rated current In [A],63A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,36mm,92.6mm,44mm,0.26kg,1,--,--
420,"BHW-T10 3P D1, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D1,--,2395.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],1A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
421,"BHW-T10 3P D2, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D2,--,2395.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],2A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
422,"BHW-T10 3P , MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D3,--,2395.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],3A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
423,"BHW-T10 3P D4, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D4,--,2395.4,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],4A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
424,"BHW-T10 3P D6, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D6,--,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],6A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
425,"BHW-T10 3P D10, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D10,--,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],10A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
426,"BHW-T10 3P D16, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D16,--,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],16A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
427,"BHW-T10 3P D20, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D20,--,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],20A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
428,"BHW-T10 3P D25, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D25,--,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],25A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
429,"BHW-T10 3P D32, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D32,--,1852.6,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],32A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
430,"BHW-T10 3P D40, MCB, Three Pole Type D Miniature Circuit Breakers",Mitsubishi Electric,Factory Automation,Low Voltage Switch Gear,--,--,1,BHW,BHW-T10 3P D40,--,2938.2,Piece,Each,1,"All models fully comply with IEC regulations,Compliance with IP2X protection rating (front surface) ,All models are compatible with reverse connection,Rated currents up to 125A for MCBs, 100A for RCCBs",https://www.ibuzoo.in/uploads/1668428562_BHW_T10_THREE_POLE_MCB.png,--,--,--,--,No. of poles,TP,Instantaneous tripping,Type D,Rated current In [A],40A,Type of overcurrent release,Thermal-magnetic,Mounting,IEC 35mm rail,Rated insulation voltage,660,--,--,--,--,--,--,--,--,--,--,--,85362030,18,http://dl.mitsubishielectric.com/dl/fa/document/catalog/lvcb/yn-c-0730/y0730b1803.pdf,1,--,--,54mm,92.6mm,44mm,0.39kg,1,--,--
